X_0,Y_0,X_1,Y_1,X_2,Y_2,X_3,Y_3,X_4,Y_4
116,0,98,0,114,0,67,0,98,0
101,0,108,0,84,0,108,0,108,0
114,0,101,0,77,0,111,0,101,0
84,0,0,0,67,0,110,0,0,0
77,0,95,0,108,0,101,0,95,0
67,0,101,0,111,0,84,0,101,0
108,0,100,0,110,0,97,0,100,0
111,0,97,0,101,0,98,0,97,0
110,0,116,0,84,0,108,0,116,0
101,0,97,0,97,0,101,0,97,0
84,0,0,0,98,0,0,0,0,0
97,0,95,0,108,0,95,0,95,0
98,0,102,0,101,0,101,0,102,0
108,0,105,0,0,0,100,0,105,0
101,0,110,0,95,0,97,0,110,0
0,0,105,0,101,0,116,0,105,0
95,0,0,0,100,0,97,0,0,0
101,0,95,0,97,0,0,0,95,0
100,0,95,0,116,0,95,0,95,0
97,0,100,0,97,0,102,0,100,0
116,0,97,0,0,0,105,0,97,0
97,0,116,0,95,0,110,0,116,0
0,0,97,0,102,0,105,0,97,0
95,0,95,0,105,0,0,0,95,0
102,0,115,0,110,0,95,0,115,0
105,0,116,0,105,0,95,0,116,0
110,0,97,0,0,0,100,0,97,0
105,0,114,0,95,0,97,0,114,0
0,0,116,0,95,0,116,0,116,0
95,0,0,0,100,0,97,0,0,0
95,0,95,0,97,0,95,0,95,0
100,0,95,0,116,0,115,0,95,0
97,0,103,0,97,0,116,0,103,0
116,0,109,0,95,0,97,0,109,0
97,0,111,0,115,0,114,0,111,0
95,0,110,0,116,0,116,0,110,0
115,0,95,0,97,0,0,0,95,0
116,0,115,0,114,0,95,0,115,0
97,0,116,0,116,0,95,0,116,0
114,0,97,0,0,0,103,0,97,0
116,0,114,0,95,0,109,0,114,0
0,0,116,0,95,0,111,0,116,0
95,0,95,0,103,0,110,0,95,0
95,0,95,0,109,0,95,0,95,0
103,0,0,0,111,0,115,0,0,0
109,0,95,0,110,0,116,0,95,0
111,0,95,0,95,0,97,0,95,0
110,0,100,0,115,0,114,0,100,0
95,0,115,0,116,0,116,0,115,0
115,0,111,0,97,0,95,0,111,0
116,0,95,0,114,0,95,0,95,0
97,0,104,0,116,0,0,0,104,0
114,0,97,0,95,0,95,0,97,0
116,0,110,0,95,0,95,0,110,0
95,0,100,0,0,0,100,0,100,0
95,0,108,0,95,0,115,0,108,0
0,0,101,0,95,0,111,0,101,0
95,0,0,0,100,0,95,0,0,0
95,0,95,0,115,0,104,0,95,0
100,0,73,0,111,0,97,0,73,0
115,0,79,0,95,0,110,0,79,0
111,0,95,0,104,0,100,0,95,0
95,0,115,0,97,0,108,0,115,0
104,0,116,0,110,0,101,0,116,0
97,0,100,0,100,0,0,0,100,0
110,0,105,0,108,0,95,0,105,0
100,0,110,0,101,0,73,0,110,0
108,0,95,0,0,0,79,0,95,0
101,0,117,0,95,0,95,0,117,0
0,0,115,0,73,0,115,0,115,0
95,0,101,0,79,0,116,0,101,0
73,0,100,0,95,0,100,0,100,0
79,0,0,0,115,0,105,0,0,0
95,0,95,0,116,0,110,0,95,0
115,0,101,0,100,0,95,0,101,0
116,0,110,0,105,0,117,0,110,0
100,0,100,0,110,0,115,0,100,0
105,0,0,0,95,0,101,0,0,0
110,0,95,0,117,0,100,0,95,0
95,0,95,0,115,0,0,0,95,0
117,0,98,0,101,0,95,0,98,0
115,0,115,0,100,0,101,0,115,0
101,0,115,0,0,0,110,0,115,0
100,0,95,0,95,0,100,0,95,0
0,0,115,0,101,0,0,0,115,0
95,0,116,0,110,0,95,0,116,0
101,0,97,0,100,0,95,0,97,0
110,0,114,0,0,0,98,0,114,0
100,0,116,0,95,0,115,0,116,0
0,0,0,0,95,0,115,0,0,0
95,0,109,0,98,0,95,0,109,0
95,0,97,0,115,0,115,0,97,0
98,0,105,0,115,0,116,0,105,0
115,0,110,0,95,0,97,0,110,0
115,0,0,0,115,0,114,0,0,0
95,0,95,0,116,0,116,0,95,0
115,0,95,0,97,0,0,0,95,0
116,0,84,0,114,0,109,0,84,0
97,0,77,0,116,0,97,0,77,0
114,0,67,0,0,0,105,0,67,0
116,0,95,0,109,0,110,0,95,0
0,0,69,0,97,0,0,0,69,0
109,0,78,0,105,0,95,0,78,0
97,0,68,0,110,0,95,0,68,0
105,0,95,0,0,0,84,0,95,0
110,0,95,0,95,0,77,0,95,0
0,0,0,0,95,0,67,0,0,0
95,0,95,0,84,0,95,0,95,0
95,0,73,0,77,0,69,0,73,0
84,0,84,0,67,0,78,0,84,0
77,0,77,0,95,0,68,0,77,0
67,0,95,0,69,0,95,0,95,0
95,0,114,0,78,0,95,0,114,0
69,0,101,0,68,0,0,0,101,0
78,0,103,0,95,0,95,0,103,0
68,0,105,0,95,0,73,0,105,0
95,0,115,0,0,0,84,0,115,0
95,0,116,0,95,0,77,0,116,0
0,0,101,0,73,0,95,0,101,0
95,0,114,0,84,0,114,0,114,0
73,0,84,0,77,0,101,0,84,0
84,0,77,0,95,0,103,0,77,0
77,0,67,0,114,0,105,0,67,0
95,0,108,0,101,0,115,0,108,0
114,0,111,0,103,0,116,0,111,0
101,0,110,0,105,0,101,0,110,0
103,0,101,0,115,0,114,0,101,0
105,0,84,0,116,0,84,0,84,0
115,0,97,0,101,0,77,0,97,0
116,0,98,0,114,0,67,0,98,0
101,0,108,0,84,0,108,0,108,0
114,0,101,0,77,0,111,0,101,0
84,0,0,0,67,0,110,0,0,0
77,0,95,0,108,0,101,0,95,0
67,0,95,0,111,0,84,0,95,0
108,0,99,0,110,0,97,0,99,0
111,0,120,0,101,0,98,0,120,0
110,0,97,0,84,0,108,0,97,0
101,0,95,0,97,0,101,0,95,0
84,0,102,0,98,0,0,0,102,0
97,0,105,0,108,0,95,0,105,0
98,0,110,0,101,0,95,0,110,0
108,0,97,0,0,0,99,0,97,0
101,0,108,0,95,0,120,0,108,0
0,0,105,0,95,0,97,0,105,0
95,0,122,0,99,0,95,0,122,0
95,0,101,0,120,0,102,0,101,0
99,0,64,0,97,0,105,0,64,0
120,0,71,0,95,0,110,0,71,0
97,0,76,0,102,0,97,0,76,0
95,0,73,0,105,0,108,0,73,0
102,0,66,0,110,0,105,0,66,0
105,0,67,0,97,0,122,0,67,0
110,0,95,0,108,0,101,0,95,0
97,0,50,0,105,0,64,0,50,0
108,0,46,0,122,0,71,0,46,0
105,0,50,0,101,0,76,0,50,0
122,0,46,0,64,0,73,0,46,0
101,0,53,0,71,0,66,0,53,0
64,0,0,0,76,0,67,0,0,0
71,0,95,0,73,0,95,0,95,0
76,0,105,0,66,0,50,0,105,0
73,0,110,0,67,0,46,0,110,0
66,0,105,0,95,0,50,0,105,0
67,0,116,0,50,0,46,0,116,0
95,0,0,0,46,0,53,0,0,0
50,0,46,0,50,0,0,0,46,0
46,0,115,0,46,0,95,0,115,0
50,0,121,0,53,0,105,0,121,0
46,0,109,0,0,0,110,0,109,0
53,0,116,0,95,0,105,0,116,0
0,0,97,0,105,0,116,0,97,0
95,0,98,0,110,0,0,0,98,0
105,0,0,0,105,0,46,0,0,0
110,0,46,0,116,0,115,0,46,0
105,0,115,0,0,0,121,0,115,0
116,0,116,0,46,0,109,0,116,0
0,0,114,0,115,0,116,0,114,0
46,0,116,0,121,0,97,0,116,0
115,0,97,0,109,0,98,0,97,0
121,0,98,0,116,0,0,0,98,0
109,0,0,0,97,0,46,0,0,0
116,0,46,0,98,0,115,0,46,0
97,0,115,0,0,0,116,0,115,0
98,0,104,0,46,0,114,0,104,0
0,0,115,0,115,0,116,0,115,0
46,0,116,0,116,0,97,0,116,0
115,0,114,0,114,0,98,0,114,0
116,0,116,0,116,0,0,0,116,0
114,0,97,0,97,0,46,0,97,0
116,0,98,0,98,0,115,0,98,0
97,0,0,0,0,0,104,0,0,0
98,0,46,0,46,0,115,0,46,0
0,0,105,0,115,0,116,0,105,0
46,0,110,0,104,0,114,0,110,0
115,0,116,0,115,0,116,0,116,0
104,0,101,0,116,0,97,0,101,0
115,0,114,0,114,0,98,0,114,0
116,0,112,0,116,0,0,0,112,0
114,0,0,0,97,0,46,0,0,0
116,0,46,0,98,0,105,0,46,0
97,0,110,0,0,0,110,0,110,0
98,0,111,0,46,0,116,0,111,0
0,0,116,0,105,0,101,0,116,0
46,0,101,0,110,0,114,0,101,0
105,0,46,0,116,0,112,0,46,0
110,0,103,0,101,0,0,0,103,0
116,0,110,0,114,0,46,0,110,0
101,0,117,0,112,0,110,0,117,0
114,0,46,0,0,0,111,0,46,0
112,0,112,0,46,0,116,0,112,0
0,0,114,0,110,0,101,0,114,0
46,0,111,0,111,0,46,0,111,0
110,0,112,0,116,0,103,0,112,0
111,0,101,0,101,0,110,0,101,0
116,0,114,0,46,0,117,0,114,0
101,0,116,0,103,0,46,0,116,0
46,0,121,0,110,0,112,0,121,0
103,0,0,0,117,0,114,0,0,0
110,0,46,0,46,0,111,0,46,0
117,0,110,0,112,0,112,0,110,0
46,0,111,0,114,0,101,0,111,0
112,0,116,0,111,0,114,0,116,0
114,0,101,0,112,0,116,0,101,0
111,0,46,0,101,0,121,0,46,0
112,0,103,0,114,0,0,0,103,0
101,0,110,0,116,0,46,0,110,0
114,0,117,0,121,0,110,0,117,0
116,0,46,0,0,0,111,0,46,0
121,0,98,0,46,0,116,0,98,0
0,0,117,0,110,0,101,0,117,0
46,0,105,0,111,0,46,0,105,0
110,0,108,0,116,0,103,0,108,0
111,0,100,0,101,0,110,0,100,0
116,0,45,0,46,0,117,0,45,0
101,0,105,0,103,0,46,0,105,0
46,0,100,0,110,0,98,0,100,0
103,0,0,0,117,0,117,0,0,0
110,0,46,0,46,0,105,0,46,0
117,0,110,0,98,0,108,0,110,0
46,0,111,0,117,0,100,0,111,0
98,0,116,0,105,0,45,0,116,0
117,0,101,0,108,0,105,0,101,0
105,0,46,0,100,0,100,0,46,0
108,0,65,0,45,0,0,0,65,0
100,0,66,0,105,0,46,0,66,0
45,0,73,0,100,0,110,0,73,0
105,0,45,0,0,0,111,0,45,0
100,0,116,0,46,0,116,0,116,0
0,0,97,0,110,0,101,0,97,0
46,0,103,0,111,0,46,0,103,0
110,0,0,0,116,0,65,0,0,0
111,0,46,0,101,0,66,0,46,0
116,0,103,0,46,0,73,0,103,0
101,0,110,0,65,0,45,0,110,0
46,0,117,0,66,0,116,0,117,0
65,0,46,0,73,0,97,0,46,0
66,0,104,0,45,0,103,0,104,0
73,0,97,0,116,0,0,0,97,0
45,0,115,0,97,0,46,0,115,0
116,0,104,0,103,0,103,0,104,0
97,0,0,0,0,0,110,0,0,0
103,0,46,0,46,0,117,0,46,0
0,0,100,0,103,0,46,0,100,0
46,0,121,0,110,0,104,0,121,0
103,0,110,0,117,0,97,0,110,0
110,0,115,0,46,0,115,0,115,0
117,0,121,0,104,0,104,0,121,0
46,0,109,0,97,0,0,0,109,0
104,0,0,0,115,0,46,0,0,0
97,0,46,0,104,0,100,0,46,0
115,0,100,0,0,0,121,0,100,0
104,0,121,0,46,0,110,0,121,0
0,0,110,0,100,0,115,0,110,0
46,0,115,0,121,0,121,0,115,0
100,0,116,0,110,0,109,0,116,0
121,0,114,0,115,0,0,0,114,0
110,0,0,0,121,0,46,0,0,0
115,0,46,0,109,0,100,0,46,0
121,0,103,0,0,0,121,0,103,0
109,0,110,0,46,0,110,0,110,0
0,0,117,0,100,0,115,0,117,0
46,0,46,0,121,0,116,0,46,0
100,0,118,0,110,0,114,0,118,0
121,0,101,0,115,0,0,0,101,0
110,0,114,0,116,0,46,0,114,0
115,0,115,0,114,0,103,0,115,0
116,0,105,0,0,0,110,0,105,0
114,0,111,0,46,0,117,0,111,0
0,0,110,0,103,0,46,0,110,0
46,0,0,0,110,0,118,0,0,0
103,0,46,0,117,0,101,0,46,0
110,0,103,0,46,0,114,0,103,0
117,0,110,0,118,0,115,0,110,0
46,0,117,0,101,0,105,0,117,0
118,0,46,0,114,0,111,0,46,0
101,0,118,0,115,0,110,0,118,0
114,0,101,0,105,0,0,0,101,0
115,0,114,0,111,0,46,0,114,0
105,0,115,0,110,0,103,0,115,0
111,0,105,0,0,0,110,0,105,0
110,0,111,0,46,0,117,0,111,0
0,0,110,0,103,0,46,0,110,0
46,0,95,0,110,0,118,0,95,0
103,0,114,0,117,0,101,0,114,0
110,0,0,0,46,0,114,0,0,0
117,0,46,0,118,0,115,0,46,0
46,0,114,0,101,0,105,0,114,0
118,0,101,0,114,0,111,0,101,0
101,0,108,0,115,0,110,0,108,0
114,0,97,0,105,0,95,0,97,0
115,0,46,0,111,0,114,0,46,0
105,0,100,0,110,0,0,0,100,0
111,0,121,0,95,0,46,0,121,0
110,0,110,0,114,0,114,0,110,0
95,0,0,0,0,0,101,0,0,0
114,0,46,0,46,0,108,0,46,0
0,0,105,0,114,0,97,0,105,0
46,0,110,0,101,0,46,0,110,0
114,0,105,0,108,0,100,0,105,0
101,0,116,0,97,0,121,0,116,0
108,0,0,0,46,0,110,0,0,0
97,0,46,0,100,0,0,0,46,0
46,0,116,0,121,0,46,0,116,0
100,0,101,0,110,0,105,0,101,0
121,0,120,0,0,0,110,0,120,0
110,0,116,0,46,0,105,0,116,0
0,0,0,0,105,0,116,0,0,0
46,0,46,0,110,0,0,0,46,0
105,0,102,0,105,0,46,0,102,0
110,0,105,0,116,0,116,0,105,0
105,0,110,0,0,0,101,0,110,0
116,0,105,0,46,0,120,0,105,0
0,0,0,0,116,0,116,0,0,0
46,0,46,0,101,0,0,0,46,0
116,0,114,0,120,0,46,0,114,0
101,0,111,0,116,0,102,0,111,0
120,0,100,0,0,0,105,0,100,0
116,0,97,0,46,0,110,0,97,0
0,0,116,0,102,0,105,0,116,0
46,0,97,0,105,0,0,0,97,0
102,0,0,0,110,0,46,0,0,0
105,0,46,0,105,0,114,0,46,0
110,0,101,0,0,0,111,0,101,0
105,0,104,0,46,0,100,0,104,0
0,0,95,0,114,0,97,0,95,0
46,0,102,0,111,0,116,0,102,0
114,0,114,0,100,0,97,0,114,0
111,0,97,0,97,0,0,0,97,0
100,0,109,0,116,0,46,0,109,0
97,0,101,0,97,0,101,0,101,0
116,0,95,0,0,0,104,0,95,0
97,0,104,0,46,0,95,0,104,0
0,0,100,0,101,0,102,0,100,0
46,0,114,0,104,0,114,0,114,0
101,0,0,0,95,0,97,0,0,0
104,0,46,0,102,0,109,0,46,0
95,0,101,0,114,0,101,0,101,0
102,0,104,0,97,0,95,0,104,0
114,0,95,0,109,0,104,0,95,0
97,0,102,0,101,0,100,0,102,0
109,0,114,0,95,0,114,0,114,0
101,0,97,0,104,0,0,0,97,0
95,0,109,0,100,0,46,0,109,0
104,0,101,0,114,0,101,0,101,0
100,0,0,0,0,0,104,0,0,0
114,0,46,0,46,0,95,0,46,0
0,0,105,0,101,0,102,0,105,0
46,0,110,0,104,0,114,0,110,0
101,0,105,0,95,0,97,0,105,0
104,0,116,0,102,0,109,0,116,0
95,0,95,0,114,0,101,0,95,0
102,0,97,0,97,0,0,0,97,0
114,0,114,0,109,0,46,0,114,0
97,0,114,0,101,0,105,0,114,0
109,0,97,0,0,0,110,0,97,0
101,0,121,0,46,0,105,0,121,0
0,0,0,0,105,0,116,0,0,0
46,0,46,0,110,0,95,0,46,0
105,0,102,0,105,0,97,0,102,0
110,0,105,0,116,0,114,0,105,0
105,0,110,0,95,0,114,0,110,0
116,0,105,0,97,0,97,0,105,0
95,0,95,0,114,0,121,0,95,0
97,0,97,0,114,0,0,0,97,0
114,0,114,0,97,0,46,0,114,0
114,0,114,0,121,0,102,0,114,0
97,0,97,0,0,0,105,0,97,0
121,0,121,0,46,0,110,0,121,0
0,0,0,0,102,0,105,0,0,0
46,0,46,0,105,0,95,0,46,0
102,0,100,0,110,0,97,0,100,0
105,0,121,0,105,0,114,0,121,0
110,0,110,0,95,0,114,0,110,0
105,0,97,0,97,0,97,0,97,0
95,0,109,0,114,0,121,0,109,0
97,0,105,0,114,0,0,0,105,0
114,0,99,0,97,0,46,0,99,0
114,0,0,0,121,0,100,0,0,0
97,0,46,0,0,0,121,0,46,0
121,0,103,0,46,0,110,0,103,0
0,0,111,0,100,0,97,0,111,0
46,0,116,0,121,0,109,0,116,0
100,0,0,0,110,0,105,0,0,0
121,0,46,0,97,0,99,0,46,0
110,0,103,0,109,0,0,0,103,0
97,0,111,0,105,0,46,0,111,0
109,0,116,0,99,0,103,0,116,0
105,0,46,0,0,0,111,0,46,0
99,0,112,0,46,0,116,0,112,0
0,0,108,0,103,0,0,0,108,0
46,0,116,0,111,0,46,0,116,0
103,0,0,0,116,0,103,0,0,0
111,0,46,0,0,0,111,0,46,0
116,0,100,0,46,0,116,0,100,0
0,0,97,0,103,0,46,0,97,0
46,0,116,0,111,0,112,0,116,0
103,0,97,0,116,0,108,0,97,0
111,0,0,0,46,0,116,0,0,0
116,0,46,0,112,0,0,0,46,0
46,0,98,0,108,0,46,0,98,0
112,0,115,0,116,0,100,0,115,0
108,0,115,0,0,0,97,0,115,0
116,0,0,0,46,0,116,0,0,0
0,0,46,0,100,0,97,0,46,0
46,0,99,0,97,0,0,0,99,0
100,0,111,0,116,0,46,0,111,0
97,0,109,0,97,0,98,0,109,0
116,0,109,0,0,0,115,0,109,0
97,0,101,0,46,0,115,0,101,0
0,0,110,0,98,0,0,0,110,0
46,0,116,0,115,0,46,0,116,0
98,0,0,0,115,0,99,0,0,0
115,0,27,0,0,0,111,0,27,0
115,0,0,0,46,0,109,0,0,0
0,0,1,0,99,0,109,0,1,0
46,0,0,0,111,0,101,0,0,0
99,0,2,0,109,0,110,0,2,0
111,0,0,0,109,0,116,0,0,0
109,0,24,0,101,0,0,0,24,0
109,0,3,0,110,0,27,0,3,0
101,0,0,0,116,0,0,0,0,0
110,0,24,0,0,0,1,0,24,0
116,0,3,0,27,0,0,0,3,0
0,0,0,0,0,0,2,0,0,0
27,0,28,0,1,0,0,0,28,0
0,0,0,0,0,0,24,0,0,0
1,0,1,0,2,0,3,0,1,0
0,0,0,0,0,0,0,0,0,0
2,0,35,0,24,0,24,0,35,0
0,0,0,0,3,0,3,0,0,0
24,0,7,0,0,0,0,0,7,0
3,0,0,0,24,0,28,0,0,0
0,0,2,0,3,0,0,0,2,0
24,0,0,0,0,0,1,0,0,0
3,0,56,0,28,0,0,0,56,0
0,0,3,0,0,0,35,0,3,0
28,0,0,0,1,0,0,0,0,0
0,0,56,0,0,0,7,0,56,0
1,0,3,0,35,0,0,0,3,0
0,0,0,0,0,0,2,0,0,0
35,0,64,0,7,0,0,0,64,0
0,0,0,0,0,0,56,0,0,0
7,0,8,0,2,0,3,0,8,0
0,0,0,0,0,0,0,0,0,0
2,0,54,0,56,0,56,0,54,0
0,0,0,0,3,0,3,0,0,0
56,0,7,0,0,0,0,0,7,0
3,0,0,0,56,0,64,0,0,0
0,0,2,0,3,0,0,0,2,0
56,0,0,0,0,0,8,0,0,0
3,0,120,0,64,0,0,0,120,0
0,0,3,0,0,0,54,0,3,0
64,0,0,0,8,0,0,0,0,0
0,0,120,0,0,0,7,0,120,0
8,0,3,0,54,0,0,0,3,0
0,0,0,0,0,0,2,0,0,0
54,0,36,0,7,0,0,0,36,0
0,0,0,0,0,0,120,0,0,0
7,0,4,0,2,0,3,0,4,0
0,0,0,0,0,0,0,0,0,0
2,0,73,0,120,0,120,0,73,0
0,0,0,0,3,0,3,0,0,0
120,0,7,0,0,0,0,0,7,0
3,0,0,0,120,0,36,0,0,0
0,0,2,0,3,0,0,0,2,0
120,0,0,0,0,0,4,0,0,0
3,0,156,0,36,0,0,0,156,0
0,0,3,0,0,0,73,0,3,0
36,0,0,0,4,0,0,0,0,0
0,0,156,0,0,0,7,0,156,0
4,0,3,0,73,0,0,0,3,0
0,0,0,0,0,0,2,0,0,0
73,0,32,0,7,0,0,0,32,0
0,0,0,0,0,0,156,0,0,0
7,0,4,0,2,0,3,0,4,0
0,0,0,0,0,0,0,0,0,0
2,0,87,0,156,0,156,0,87,0
0,0,0,0,3,0,3,0,0,0
156,0,246,0,0,0,0,0,246,0
3,0,255,0,156,0,32,0,255,0
0,0,255,0,3,0,0,0,255,0
156,0,111,0,0,0,4,0,111,0
3,0,2,0,32,0,0,0,2,0
0,0,0,0,0,0,87,0,0,0
32,0,192,0,4,0,0,0,192,0
0,0,3,0,0,0,246,0,3,0
4,0,0,0,87,0,255,0,0,0
0,0,192,0,0,0,255,0,192,0
87,0,3,0,246,0,111,0,3,0
0,0,0,0,255,0,2,0,0,0
246,0,28,0,255,0,0,0,28,0
255,0,0,0,111,0,192,0,0,0
255,0,6,0,2,0,3,0,6,0
111,0,0,0,0,0,0,0,0,0
2,0,8,0,192,0,192,0,8,0
0,0,0,0,3,0,3,0,0,0
192,0,97,0,0,0,0,0,97,0
3,0,0,0,192,0,28,0,0,0
0,0,11,0,3,0,0,0,11,0
192,0,0,0,0,0,6,0,0,0
3,0,2,0,28,0,0,0,2,0
0,0,0,0,0,0,8,0,0,0
28,0,224,0,6,0,0,0,224,0
0,0,3,0,0,0,97,0,3,0
6,0,0,0,8,0,0,0,0,0
0,0,224,0,0,0,11,0,224,0
8,0,3,0,97,0,0,0,3,0
0,0,0,0,0,0,2,0,0,0
97,0,144,0,11,0,0,0,144,0
0,0,0,0,0,0,224,0,0,0
11,0,7,0,2,0,3,0,7,0
0,0,0,0,0,0,0,0,0,0
2,0,1,0,224,0,224,0,1,0
0,0,0,0,3,0,3,0,0,0
224,0,8,0,0,0,0,0,8,0
3,0,0,0,224,0,144,0,0,0
0,0,24,0,3,0,0,0,24,0
224,0,0,0,0,0,7,0,0,0
3,0,105,0,144,0,0,0,105,0
0,0,0,0,0,0,1,0,0,0
144,0,3,0,7,0,0,0,3,0
0,0,0,0,0,0,8,0,0,0
7,0,2,0,1,0,0,0,2,0
0,0,0,0,0,0,24,0,0,0
1,0,112,0,8,0,0,0,112,0
0,0,4,0,0,0,105,0,4,0
8,0,0,0,24,0,0,0,0,0
0,0,112,0,0,0,3,0,112,0
24,0,4,0,105,0,0,0,4,0
0,0,0,0,0,0,2,0,0,0
105,0,136,0,3,0,0,0,136,0
0,0,0,0,0,0,112,0,0,0
3,0,1,0,2,0,4,0,1,0
0,0,0,0,0,0,0,0,0,0
2,0,113,0,112,0,112,0,113,0
0,0,0,0,4,0,4,0,0,0
112,0,255,0,0,0,0,0,255,0
4,0,255,0,112,0,136,0,255,0
0,0,255,0,4,0,0,0,255,0
112,0,111,0,0,0,1,0,111,0
4,0,2,0,136,0,0,0,2,0
0,0,0,0,0,0,113,0,0,0
136,0,248,0,1,0,0,0,248,0
0,0,4,0,0,0,255,0,4,0
1,0,0,0,113,0,255,0,0,0
0,0,248,0,0,0,255,0,248,0
113,0,4,0,255,0,111,0,4,0
0,0,0,0,255,0,2,0,0,0
255,0,12,0,255,0,0,0,12,0
255,0,0,0,111,0,248,0,0,0
255,0,6,0,2,0,4,0,6,0
111,0,0,0,0,0,0,0,0,0
2,0,2,0,248,0,248,0,2,0
0,0,0,0,4,0,4,0,0,0
248,0,2,0,0,0,0,0,2,0
4,0,0,0,248,0,12,0,0,0
0,0,126,0,4,0,0,0,126,0
248,0,0,0,0,0,6,0,0,0
4,0,254,0,12,0,0,0,254,0
0,0,255,0,0,0,2,0,255,0
12,0,255,0,6,0,0,0,255,0
0,0,111,0,0,0,2,0,111,0
6,0,2,0,2,0,0,0,2,0
0,0,0,0,0,0,126,0,0,0
2,0,8,0,2,0,0,0,8,0
0,0,5,0,0,0,254,0,5,0
2,0,0,0,126,0,255,0,0,0
0,0,8,0,0,0,255,0,8,0
126,0,5,0,254,0,111,0,5,0
0,0,0,0,255,0,2,0,0,0
254,0,48,0,255,0,0,0,48,0
255,0,0,0,111,0,8,0,0,0
255,0,7,0,2,0,5,0,7,0
111,0,0,0,0,0,0,0,0,0
2,0,1,0,8,0,8,0,1,0
0,0,0,0,5,0,5,0,0,0
8,0,8,0,0,0,0,0,8,0
5,0,0,0,8,0,48,0,0,0
0,0,141,0,5,0,0,0,141,0
8,0,0,0,0,0,7,0,0,0
5,0,4,0,48,0,0,0,4,0
0,0,0,0,0,0,1,0,0,0
48,0,2,0,7,0,0,0,2,0
0,0,0,0,0,0,8,0,0,0
7,0,56,0,1,0,0,0,56,0
0,0,5,0,0,0,141,0,5,0
1,0,0,0,8,0,0,0,0,0
0,0,56,0,0,0,4,0,56,0
8,0,5,0,141,0,0,0,5,0
0,0,0,0,0,0,2,0,0,0
141,0,192,0,4,0,0,0,192,0
0,0,0,0,0,0,56,0,0,0
4,0,6,0,2,0,5,0,6,0
0,0,0,0,0,0,0,0,0,0
2,0,8,0,56,0,56,0,8,0
0,0,0,0,5,0,5,0,0,0
56,0,24,0,0,0,0,0,24,0
5,0,0,0,56,0,192,0,0,0
0,0,151,0,5,0,0,0,151,0
56,0,0,0,0,0,6,0,0,0
5,0,1,0,192,0,0,0,1,0
0,0,0,0,0,0,8,0,0,0
192,0,6,0,6,0,0,0,6,0
0,0,0,0,0,0,24,0,0,0
6,0,16,0,8,0,0,0,16,0
0,0,0,0,0,0,151,0,0,0
8,0,16,0,24,0,0,0,16,0
0,0,0,0,0,0,1,0,0,0
24,0,27,0,151,0,0,0,27,0
0,0,0,0,0,0,6,0,0,0
151,0,4,0,1,0,0,0,4,0
0,0,0,0,0,0,16,0,0,0
1,0,157,0,6,0,0,0,157,0
0,0,0,0,0,0,16,0,0,0
6,0,1,0,16,0,0,0,1,0
0,0,0,0,0,0,27,0,0,0
16,0,6,0,16,0,0,0,6,0
0,0,0,0,0,0,4,0,0,0
16,0,32,0,27,0,0,0,32,0
0,0,16,0,0,0,157,0,16,0
27,0,0,0,4,0,0,0,0,0
0,0,32,0,0,0,1,0,32,0
4,0,16,0,157,0,0,0,16,0
0,0,0,0,0,0,6,0,0,0
157,0,4,0,1,0,0,0,4,0
0,0,1,0,0,0,32,0,1,0
1,0,0,0,6,0,16,0,0,0
0,0,16,0,0,0,0,0,16,0
6,0,0,0,32,0,32,0,0,0
0,0,163,0,16,0,16,0,163,0
32,0,0,0,0,0,0,0,0,0
16,0,1,0,32,0,9,0,1,0
0,0,0,0,16,0,1,0,0,0
32,0,6,0,0,0,0,0,6,0
16,0,0,0,16,0,16,0,0,0
0,0,36,0,1,0,0,0,36,0
16,0,17,0,0,0,163,0,17,0
1,0,0,0,16,0,0,0,0,0
0,0,36,0,0,0,1,0,36,0
16,0,17,0,163,0,0,0,17,0
0,0,0,0,0,0,6,0,0,0
163,0,13,0,1,0,0,0,13,0
0,0,0,0,0,0,44,0,0,0
1,0,4,0,6,0,17,0,4,0
0,0,0,0,0,0,0,0,0,0
6,0,169,0,48,0,44,0,169,0
0,0,0,0,17,0,17,0,0,0
48,0,1,0,0,0,0,0,1,0
17,0,0,0,48,0,13,0,0,0
0,0,18,0,17,0,0,0,18,0
48,0,0,0,0,0,4,0,0,0
17,0,32,0,13,0,0,0,32,0
0,0,0,0,0,0,169,0,0,0
13,0,32,0,4,0,0,0,32,0
0,0,0,0,0,0,1,0,0,0
4,0,4,0,169,0,0,0,4,0
0,0,0,0,0,0,18,0,0,0
169,0,4,0,1,0,0,0,4,0
0,0,0,0,0,0,32,0,0,0
1,0,4,0,18,0,0,0,4,0
0,0,0,0,0,0,32,0,0,0
18,0,177,0,32,0,0,0,177,0
0,0,0,0,0,0,4,0,0,0
32,0,1,0,32,0,0,0,1,0
0,0,0,0,0,0,4,0,0,0
32,0,2,0,4,0,0,0,2,0
0,0,0,0,0,0,4,0,0,0
4,0,4,0,4,0,0,0,4,0
0,0,32,0,0,0,177,0,32,0
4,0,0,0,4,0,0,0,0,0
0,0,4,0,0,0,1,0,4,0
4,0,32,0,177,0,0,0,32,0
0,0,0,0,0,0,2,0,0,0
177,0,28,0,1,0,0,0,28,0
0,0,0,0,0,0,4,0,0,0
1,0,4,0,2,0,32,0,4,0
